Student ID,average_score,assessments_completed,performance_trend,risk_score,progress_in_semester,max_consecutive_misses
01afd650ca049dc1,100.0,1,0,70.64,0.1,0
02408595037ab3b6,100.0,1,0,49.29,0.1,0
02674da7be72b3d9,100.0,1,0,59.83,0.1,0
04afeb9be5786a77,100.0,1,0,45.6,0.1,0
06299feab50780d3,100.0,1,0,55.08,0.1,0
09dcd5a8514f9bc2,100.0,1,0,78.23,0.1,0
0aa53e746805b00e,100.0,1,0,68.24,0.1,0
0b2c18a3f34dbcff,100.0,1,0,39.47,0.1,0
0e29464e43853ece,100.0,1,0,30.98,0.1,0
0e4fbc1d1aa6dd01,100.0,1,0,47.44,0.1,0
0f09efb6fa86ce5e,100.0,1,0,29.25,0.1,0
0f19997e4f8cc30d,100.0,1,0,40.04,0.1,0
0f2b5f1007700f65,100.0,1,0,63.05,0.1,0
104287a63371554d,100.0,1,0,67.87,0.1,0
140639a5a59807d6,80.0,1,0,59.7,0.1,0
16201bc3218b8118,100.0,1,0,58.27,0.1,0
162c45c12836f510,100.0,1,0,46.53,0.1,0
176f06e60542e2c5,100.0,1,0,83.61,0.1,0
179a345ab1e810e1,94.0,1,0,64.08,0.1,0
17ed47bac5ac3f2e,89.2,1,0,87.55,0.1,0
17f0fdbd8f4528ee,100.0,1,0,45.85,0.1,0
19570510d7698453,100.0,1,0,60.73,0.1,0
19ed34ccf92098e2,100.0,1,0,22.07,0.1,0
1a59bfcb528707c2,100.0,1,0,20.51,0.1,0
1b8ee1200a71c3a8,100.0,1,0,72.83,0.1,0
1ba3bd6357616437,66.6,1,0,85.28,0.1,0
1bd061f6152f1a87,100.0,1,0,48.44,0.1,0
1cb4cd931b0add66,100.0,1,0,31.52,0.1,0
1d29fd2b66a0f323,100.0,1,0,73.38,0.1,0
1db3993db3d3cf7b,100.0,1,0,30.94,0.1,0
1e8e933bdd2329a1,0.0,0,0,97.0,0.1,1
1f1a30def6d033d3,100.0,1,0,92.28,0.1,0
2059ab82b726cbd7,100.0,1,0,65.89,0.1,0
20a0f3637fe0237b,100.0,1,0,54.56,0.1,0
219d9d63d9ed2823,100.0,1,0,85.95,0.1,0
236163e7cd452470,100.0,1,0,32.11,0.1,0
241b466ba2e16455,100.0,1,0,42.45,0.1,0
242babc45a773463,100.0,1,0,36.67,0.1,0
24db1def7f93544d,100.0,1,0,86.75,0.1,0
25b6c6a4d5f5a8c6,100.0,1,0,67.16,0.1,0
2a2a5348612d8f8f,0.0,0,0,43.16,0.1,1
2ca12e6956c31f96,100.0,1,0,57.44,0.1,0
2cf445098167b9a1,100.0,1,0,37.64,0.1,0
2cfab9595c0652f2,100.0,1,0,47.07,0.1,0
2d08e5ad0f4b76cd,100.0,1,0,82.55,0.1,0
2e98bdade7580851,100.0,1,0,58.15,0.1,0
2f5a9fbcd5bfe934,100.0,1,0,36.13,0.1,0
3098814cf1a27792,100.0,1,0,50.54,0.1,0
30fb93867233941d,100.0,1,0,49.57,0.1,0
316143cb4d2ceacd,100.0,1,0,26.26,0.1,0
31d0ad197d05b40f,100.0,1,0,35.44,0.1,0
3406b058d04be10d,100.0,1,0,74.01,0.1,0
34dd5146abb3fcb2,100.0,1,0,44.03,0.1,0
35429b220d5bd080,100.0,1,0,96.96,0.1,0
37a7812a134a70ee,100.0,1,0,36.89,0.1,0
38550e9b9dad2045,100.0,1,0,36.7,0.1,0
3977c3ce5009266a,100.0,1,0,78.2,0.1,0
398194dba8532794,100.0,1,0,15.14,0.1,0
39e9033521b98f86,100.0,1,0,6.81,0.1,0
3dc34f7b14d70125,0.0,0,0,92.0,0.1,1
3e8535d6f9ee2320,100.0,1,0,87.35,0.1,0
4093789373f04294,100.0,1,0,65.94,0.1,0
40a8c5b8b579fa2a,100.0,1,0,56.86,0.1,0
4225da6578de5e07,45.6,1,0,57.89,0.1,0
4410db940ccd81ab,100.0,1,0,77.71,0.1,0
441a1ae7faa11e1f,100.0,1,0,37.21,0.1,0
4460e4307636ead0,100.0,1,0,80.8,0.1,0
44cde94d48618755,100.0,1,0,30.15,0.1,0
458a78dedea92576,100.0,1,0,20.54,0.1,0
47654ca5efe2bb65,100.0,1,0,60.35,0.1,0
49a223d76a72768b,95.0,1,0,56.76,0.1,0
49dc54275e10b7b6,100.0,1,0,65.8,0.1,0
4ade4bf22f388fcf,100.0,1,0,71.44,0.1,0
4ca30d919cb53979,100.0,1,0,31.36,0.1,0
4d67d404059868e0,100.0,1,0,45.55,0.1,0
4da9548efb98cda6,100.0,1,0,52.32,0.1,0
4eb30e37e96fd0c3,100.0,1,0,80.33,0.1,0
4ebbbdaa9f0063eb,100.0,1,0,98.0,0.1,0
4f4f227427df192e,100.0,1,0,60.94,0.1,0
502c9e70eb73e41b,100.0,1,0,46.85,0.1,0
50360aa68273b55f,100.0,1,0,90.56,0.1,0
5045e741da064060,94.0,1,0,65.52,0.1,0
5071cd1a8d3c59c0,89.2,1,0,73.32,0.1,0
50bb0394596e9d66,100.0,1,0,54.66,0.1,0
5122c7b62309445b,100.0,1,0,65.9,0.1,0
514faa15a6a7ba1e,100.0,1,0,81.28,0.1,0
51e6ac3a761aa696,100.0,1,0,35.52,0.1,0
51fe1bc56da6fa45,100.0,1,0,2.88,0.1,0
5251f33e485e0c1e,100.0,1,0,81.59,0.1,0
54de952cd7ab6a9a,100.0,1,0,76.71,0.1,0
58585b15ef3e4b50,100.0,1,0,41.94,0.1,0
585d6641ddf5c7b0,100.0,1,0,22.8,0.1,0
5cb32a082f93aa8c,100.0,1,0,58.12,0.1,0
5cbca9d2121ee7ea,100.0,1,0,49.04,0.1,0
5cced2b4f5fbcf18,100.0,1,0,30.7,0.1,0
5e2b2e1fd8d8727b,100.0,1,0,53.07,0.1,0
629c8a0ee529bccd,80.0,1,0,58.51,0.1,0
63580a3d7de5c922,100.0,1,0,24.29,0.1,0
6393ab358f6b93c6,23.0,1,0,32.2,0.1,0
63aa401df8fa1be7,100.0,1,0,65.4,0.1,0
63ed1dd0fb5274cc,100.0,1,0,79.45,0.1,0
63f767c6262e2bb3,100.0,1,0,64.62,0.1,0
6604127cdf45d34d,100.0,1,0,62.05,0.1,0
6623050a1401743d,100.0,1,0,72.87,0.1,0
66c6bc784863c96c,80.0,1,0,90.16,0.1,0
68e38dd6656347d4,100.0,1,0,74.29,0.1,0
69a9354fdaa74348,100.0,1,0,92.67,0.1,0
6a6fe1247e65502d,100.0,1,0,13.19,0.1,0
6a7ce2173c7cfa7c,100.0,1,0,78.54,0.1,0
6af01b4437c27f07,100.0,1,0,69.31,0.1,0
